1000 1000
629 817 181
974 300 50
597 994 27
860 887 20
338 203 89
584 903 178
624 336 3
882 92 30
817 470 32
152 858 20
106 931 31
284 29 2
609 582 38
328 937 135
962 743 11
877 507 43
773 595 48
28 21 32
694 312 6
609 59 12
434 483 49
10 692 26
140 201 26
425 624 2
468 430 41
671 30 2
990 321 41
17 782 25
737 180 24
695 372 133
864 183 27
529 535 172
362 978 163
774 670 22
597 343 61
580 141 32
216 851 22
391 211 26
234 776 22
493 918 45
484 121 50
12 466 12
838 282 33
135 886 5
466 720 35
479 613 95
761 167 40
918 60 44
108 606 134
182 294 7
689 246 34
896 344 9
843 683 18
57 38 40
538 645 393
5 601 1
418 640 356
15 389 21
52 204 365
239 434 73
9 680 10
183 902 14
499 240 8
174 253 44
982 544 133
296 291 47
521 285 112
924 884 268
244 800 48
342 673 27
675 588 151
296 651 102
588 649 38
970 260 8
684 738 18
133 877 25
164 743 26
955 336 44
767 486 149
540 978 44
240 627 24
346 429 99
810 950 41
692 222 33
905 705 12
387 635 6
379 21 3
453 34 19
295 629 20
595 666 45
431 302 5
660 457 14
934 429 18
444 792 40
464 109 18
147 207 166
587 301 41
197 542 14
606 472 20
811 697 18
67 821 42
418 673 8
924 633 50
774 740 24
350 242 35
220 886 50
41 330 30
687 650 7
461 67 6
789 170 46
306 871 17
342 675 23
416 745 37
426 374 38
168 218 38
599 114 6
134 850 10
193 592 28
828 710 41
600 658 29
135 142 224
144 396 30
79 305 12
897 511 9
401 873 19
998 104 21
449 391 8
947 378 44
810 728 6
98 635 28
181 827 33
359 621 50
573 482 42
411 800 418
223 984 3
736 874 8
586 746 42
619 200 2
459 494 5
262 708 24
661 261 26
79 799 24
26 375 39
847 995 36
779 367 1
340 904 30
590 293 30
711 862 29
185 285 39
485 174 20
274 34 40
522 368 31
801 497 32
184 518 12
800 709 32
142 829 40
340 167 8
307 499 28
529 375 33
480 749 50
514 114 35
591 453 12
433 762 44
990 262 43
698 991 26
371 993 25
254 261 27
238 531 31
427 671 55
624 650 5
495 463 11
397 500 363
40 417 6
298 907 39
114 871 31
106 61 115
975 633 20
648 212 8
293 675 49
740 467 36
715 600 22
494 495 43
351 897 171
658 559 41
798 696 19
166 718 14
581 104 14
287 700 21
964 316 42
651 888 42
877 504 49
988 318 45
201 938 21
232 318 13
788 747 412
624 354 22
213 47 21
474 933 13
917 202 17
259 658 26
516 229 131
343 36 41
862 177 169
905 267 48
608 485 11
536 227 8
472 347 26
243 1000 2
35 407 4
844 765 12
684 557 31
637 664 28
515 898 35
518 597 18
368 759 8
716 503 14
317 167 38
575 205 7
39 935 42
614 596 27
796 309 39
538 135 9
759 719 15
426 481 29
517 51 35
110 394 185
955 957 10
497 391 25
110 185 39
675 677 49
689 59 30
419 698 24
209 438 405
426 312 16
541 78 9
138 58 18
649 698 120
372 131 38
821 77 25
276 735 7
872 901 11
168 889 20
106 238 33
803 119 8
157 95 49
270 681 44
920 645 23
315 863 157
342 549 21
896 645 22
915 366 5
994 16 48
306 755 17
823 66 40
966 420 36
160 840 4
890 59 182
102 184 42
929 679 98
980 718 14
533 733 5
384 465 48
658 278 2
44 975 39
595 443 11
952 698 40
474 68 43
927 241 495
342 701 32
367 589 23
343 190 27
506 497 3
908 645 13
392 74 17
189 614 90
636 604 47
270 738 16
659 837 13
580 518 25
567 24 22
812 700 4
631 641 5
584 6 34
842 519 46
893 673 8
560 82 459
739 51 129
672 56 38
533 812 49
238 864 10
257 790 158
212 735 129
680 580 7
630 261 11
133 711 234
588 526 8
464 164 13
914 232 17
429 54 49
164 472 9
123 279 243
362 623 11
287 211 107
964 248 40
749 885 3
799 57 38
277 84 7
217 776 49
976 716 4
513 40 51
550 444 16
85 109 49
913 588 89
326 636 34
311 173 29
324 614 25
503 484 31
866 109 37
503 498 12
673 517 16
585 392 12
356 867 31
367 915 15
817 408 19
926 134 33
280 162 27
109 888 23
620 70 23
825 959 191
397 451 13
945 319 13
225 349 26
529 60 23
703 532 84
434 430 24
87 159 21
28 472 2
26 868 1
743 748 31
407 791 43
410 19 11
727 32 18
366 5 16
61 59 38
661 468 21
678 59 6
512 665 16
31 102 7
836 960 41
193 22 6
406 896 28
555 669 20
69 163 13
222 923 12
88 917 40
70 24 5
261 363 11
6 843 42
707 959 48
380 475 47
993 122 46
462 33 19
303 199 39
8 985 17
887 690 387
404 454 35
870 952 24
625 279 36
689 7 137
4 702 118
500 834 47
92 639 25
950 610 38
744 504 38
554 28 38
496 326 50
521 78 6
908 331 26
375 708 26
240 692 32
344 17 34
426 475 37
148 692 5
743 188 175
570 739 49
671 260 47
420 245 34
105 437 35
271 908 7
423 110 41
273 308 37
770 354 146
285 286 187
393 384 111
532 829 359
344 642 2
478 264 8
389 779 30
318 564 54
82 430 6
815 971 425
623 328 19
840 365 15
845 902 32
602 37 30
519 982 34
435 397 9
470 932 32
52 583 39
919 255 145
602 419 49
591 164 175
558 387 38
15 767 37
966 791 35
327 444 29
895 87 155
901 666 5
611 177 50
126 375 29
167 798 16
13 506 34
262 613 23
161 473 142
541 966 38
503 678 17
642 709 23
532 998 13
472 64 35
958 318 35
755 895 278
347 457 10
288 286 43
673 852 183
718 61 37
39 959 50
870 516 1
912 625 2
513 132 86
152 50 47
821 781 1
896 98 6
850 731 95
323 74 26
923 465 41
526 801 31
561 457 145
303 560 49
590 112 28
541 43 26
562 841 31
967 212 34
9 353 39
569 428 25
403 951 46
301 555 6
995 176 16
129 444 7
350 283 32
780 833 8
502 420 20
799 239 14
831 443 143
521 994 20
989 147 5
697 505 9
556 767 74
19 862 44
553 3 288
714 505 26
176 204 181
668 442 46
494 483 46
519 16 25
382 248 50
518 342 171
417 26 34
774 415 19
697 992 105
809 834 29
190 947 1
131 767 19
228 399 42
675 897 16
750 709 18
572 314 36
821 574 6
666 441 190
989 356 110
134 484 24
293 430 5
547 714 74
870 899 44
926 135 25
728 167 18
870 560 21
659 978 30
617 571 14
459 240 39
531 75 28
606 911 7
332 922 285
680 691 23
311 719 24
434 576 7
514 575 20
934 126 259
328 188 28
452 280 11
53 939 36
970 173 38
804 767 24
966 60 88
968 999 8
984 127 24
577 138 32
908 34 8
482 678 49
252 152 49
908 478 25
264 304 18
599 338 42
784 410 21
897 158 16
708 937 4
302 408 256
179 23 34
321 878 31
943 751 473
919 465 41
427 582 39
351 95 17
547 196 79
324 24 17
773 945 6
751 902 22
726 486 2
564 23 9
779 224 14
382 960 10
505 495 7
717 570 98
778 210 49
398 429 309
243 914 467
8 927 47
710 267 141
195 160 20
704 691 28
387 23 33
620 301 31
919 435 44
914 938 100
755 326 18
447 636 413
498 712 43
472 762 395
173 772 50
364 3 1
11 282 14
700 833 108
101 81 39
885 165 24
273 470 6
467 23 39
768 912 106
372 914 4
872 494 8
94 286 329
82 455 33
353 624 55
852 253 26
706 211 5
437 478 493
684 441 4
405 21 44
679 966 5
776 682 18
360 88 248
210 742 17
61 911 38
771 873 20
166 34 40
262 782 26
983 749 48
613 281 21
771 634 360
728 794 47
665 658 1
268 481 50
984 250 41
35 427 32
875 662 190
18 847 36
35 978 20
414 515 11
749 308 192
771 535 12
452 186 39
331 783 3
777 911 4
603 147 44
25 325 217
466 468 38
446 736 9
674 397 39
104 38 8
759 600 46
935 647 15
390 330 252
694 209 44
644 379 33
455 973 29
940 542 484
371 808 28
225 880 3
765 939 44
772 122 157
394 704 29
489 364 45
967 420 33
973 813 5
253 635 13
782 177 248
105 349 34
479 1000 51
181 879 29
183 63 38
619 223 34
397 517 141
489 921 39
739 485 48
688 826 91
694 282 5
938 402 22
624 561 40
833 295 30
388 215 42
769 649 27
917 921 49
408 221 40
76 938 46
199 35 46
488 246 40
244 987 116
541 687 25
674 812 37
858 940 15
187 483 18
385 690 2
585 497 37
94 1 1 3 2 5 4 7 1 1 7 8 5 10 3 2 11 2 6 10 13 21 19 5 18 5 21 4 9 9 20 31 19 14 26 32 25 21 28 35 32 41 4 1 38 25 17 13 35 16 19 7 1 14 21 38 10 40 53 55 44 44 49 5 22 23 54 26 24 1 37 31 7 40 15 28 55 73 26 79 36 65 46 32 12 8 65 50 73 84 66 72 19 33
29 1 2 1 4 5 4 6 5 2 7 4 5 6 7 8 14 12 6 1 4 16 20 17 19 3 6 4 14
98 1 2 3 4 4 2 5 3 5 10 8 2 13 6 14 13 12 9 3 6 9 6 22 8 6 5 23 9 16 18 16 31 5 12 23 13 5 22 21 7 14 38 27 22 26 43 28 41 46 34 12 29 10 9 53 20 29 44 8 40 19 10 32 55 20 2 20 47 40 51 47 7 8 42 12 29 3 13 11 40 49 21 51 26 34 61 69 6 32 36 43 44 2 68 91 31 75
8 1 2 2 3 4 1 6
20 1 1 1 3 3 5 1 2 3 8 4 9 13 7 12 6 1 5 4
58 1 1 3 1 3 1 5 5 3 7 5 7 6 13 14 16 14 1 1 16 18 18 11 12 7 17 11 27 9 14 21 5 8 5 12 36 14 19 34 35 15 5 13 39 23 45 2 32 18 2 35 25 8 29 47 16 46
64 1 2 1 2 3 1 5 5 5 5 2 10 2 12 9 5 12 10 1 5 9 3 7 2 5 21 17 8 20 22 8 16 1 3 25 29 21 20 23 30 21 42 33 41 39 19 40 20 15 38 45 30 1 51 16 38 5 39 21 48 43 39 51
39 1 2 2 2 5 1 1 4 2 7 10 5 12 6 14 15 9 9 1 13 19 2 8 18 9 20 25 24 19 8 21 1 15 5 26 21 13 26
88 1 2 2 4 3 6 6 5 9 6 4 12 11 6 11 10 14 13 12 4 14 1 16 17 12 20 2 23 17 4 25 4 30 1 16 18 31 1 36 27 25 39 18 36 27 3 27 13 13 25 19 50 45 14 11 34 26 27 54 26 40 56 53 12 59 33 5 59 10 3 57 4 32 48 68 51 72 25 54 33 26 25 58 32 27 38 8
28 1 2 1 4 2 6 1 6 9 3 7 10 13 5 14 16 7 4 14 5 11 7 9 14 11 21 24
9 1 1 2 4 5 4 6 2
42 1 1 3 3 5 4 6 7 5 3 10 2 12 7 11 4 7 4 12 13 8 6 5 15 13 1 13 23 5 10 6 18 17 25 3 11 35 4 9 26 17
91 1 1 3 2 5 5 5 3 1 6 9 8 4 1 11 16 13 14 11 12 18 18 13 1 19 12 8 17 9 5 31 2 8 7 4 19 3 5 12 37 31 11 30 33 5 25 14 34 39 49 36 13 21 29 31 53 57 29 3 10 9 59 63 12 38 15 11 57 48 52 49 34 7 27 58 45 18 24 56 28 71 11 43 6 33 48 12 79 52 23
95 1 1 2 1 4 5 4 7 6 6 9 2 10 14 6 15 1 6 4 11 21 12 1 4 23 25 3 7 23 13 28 3 18 7 29 17 22 17 31 30 8 31 3 28 30 7 34 1 12 34 5 38 52 1 53 27 17 24 11 34 59 42 36 46 32 14 12 56 1 22 44 26 19 11 30 37 46 67 24 11 1 24 27 21 82 21 31 19 75 21 80 24 44 21
93 1 2 3 1 1 6 3 2 2 6 4 8 5 9 11 16 12 7 3 11 15 21 8 15 2 15 11 1 16 28 19 10 6 33 20 33 4 22 5 22 17 32 20 3 17 14 27 7 34 20 40 5 3 46 14 20 37 25 32 28 61 24 48 57 47 18 29 4 13 11 11 7 2 21 9 22 48 11 66 28 66 71 6 51 23 2 42 33 78 27 7 31
9 1 2 2 3 1 6 4 5
50 1 1 2 4 4 4 5 8 1 10 4 4 12 1 14 12 6 2 18 6 10 15 8 13 21 20 13 18 7 13 29 31 15 20 21 35 33 36 3 29 15 33 2 34 1 11 7 43 8
70 1 2 2 3 2 5 7 6 6 7 1 12 2 7 13 14 9 17 5 3 7 14 20 13 18 22 11 26 27 18 23 2 5 20 6 17 1 23 19 26 35 21 8 41 23 23 41 10 3 40 50 33 50 44 39 9 51 12 30 55 31 62 7 39 11 57 12 1 38
79 1 2 2 1 4 1 5 7 9 1 7 11 2 14 2 5 17 12 13 12 18 9 12 2 13 16 19 17 23 5 21 31 33 27 25 15 14 1 37 37 3 19 17 19 23 27 24 6 30 45 26 29 11 53 35 28 10 36 15 49 6 33 11 39 61 36 50 6 69 45 7 12 57 48 30 11 37 38
63 1 1 3 4 3 2 1 5 8 10 11 2 13 14 8 1 9 16 15 18 18 4 16 11 25 15 23 12 23 1 1 18 18 14 13 19 8 17 5 7 20 18 20 36 4 12 15 18 34 50 47 18 39 41 45 32 43 14 44 55 49 6
5 1 2 3 1
45 1 2 1 4 5 2 7 7 4 7 9 6 11 1 6 11 7 9 13 16 15 11 2 14 12 15 6 6 17 16 6 19 13 24 27 10 29 36 17 38 30 39 27 24
38 1 1 2 1 1 2 4 8 4 1 11 7 2 9 12 14 7 13 17 6 11 5 12 23 2 20 15 20 26 23 24 12 29 6 16 24 33
16 1 1 2 3 1 3 7 7 6 9 8 4 11 11 9
91 1 2 1 1 1 2 1 3 6 5 9 6 9 4 1 13 14 9 10 4 6 15 9 12 5 14 6 2 22 28 13 10 7 34 1 6 32 8 19 1 15 19 37 1 38 43 21 27 14 32 32 22 4 43 54 8 55 22 26 33 16 7 11 45 55 5 61 63 30 59 65 72 43 51 43 68 63 78 19 54 22 50 76 56 29 36 73 43 29 61
25 1 1 2 1 3 4 2 3 7 3 9 12 13 5 12 6 12 14 16 8 8 18 4 1
34 1 1 2 2 3 4 3 1 8 5 11 8 5 12 2 11 8 11 11 11 21 8 2 5 5 1 27 7 19 11 22 24 11
24 1 2 1 4 2 3 7 3 5 1 2 5 10 1 14 14 17 11 12 6 11 11 22
54 1 2 1 2 3 5 2 1 9 3 1 5 12 14 11 14 3 2 15 13 4 15 7 14 8 3 13 19 9 4 17 22 22 8 12 6 13 6 1 11 35 9 27 5 17 10 12 39 28 11 32 28 9
36 1 1 3 2 4 1 1 2 1 1 2 5 9 13 11 6 9 15 1 1 11 17 14 6 24 16 3 16 23 1 9 32 28 7 17
31 1 2 2 1 3 5 4 7 1 9 8 4 4 4 7 4 9 1 15 18 19 2 7 5 3 6 6 28 8 7
34 1 2 1 3 4 5 1 6 1 4 1 10 5 2 4 5 15 15 12 12 17 16 19 7 7 23 16 5 14 26 25 15 11
43 1 1 1 1 2 1 6 2 6 1 10 10 7 9 10 6 8 15 3 13 12 6 6 9 15 17 17 15 24 22 11 32 4 16 15 5 31 30 2 35 38 10
84 1 1 2 1 3 3 6 6 9 7 3 7 1 1 7 1 10 7 11 4 9 7 9 6 22 15 19 4 10 17 17 11 33 4 27 26 35 32 26 39 20 2 34 39 26 30 38 14 33 26 40 22 49 30 26 16 17 7 54 6 34 37 13 28 29 15 36 4 43 15 44 37 57 48 50 38 69 38 72 25 41 59 61
66 1 2 3 1 4 5 7 1 4 10 6 7 12 10 13 9 1 6 14 2 7 4 8 22 22 16 16 12 5 19 15 7 1 15 31 30 17 20 6 38 18 10 18 25 39 3 14 8 32 47 34 9 50 19 17 20 28 36 33 15 53 51 4 8 58
39 1 2 1 1 1 2 7 2 7 8 7 4 8 7 12 16 6 3 15 15 18 16 3 20 9 16 12 12 10 3 2 31 13 24 25 30 7 34
98 1 2 1 3 3 5 3 5 5 7 2 7 6 3 1 2 8 2 12 2 2 14 4 18 10 5 8 27 18 30 21 21 3 15 14 24 30 1 24 6 33 12 35 14 15 32 15 6 2 21 48 12 27 31 35 5 35 16 32 44 29 20 1 5 19 62 5 3 41 70 60 19 69 21 53 21 13 77 39 48 52 37 19 48 38 2 9 88 72 24 46 31 27 24 69 49 17
69 1 2 2 3 2 6 6 4 2 1 1 7 9 8 9 12 11 2 15 1 11 21 14 9 18 5 23 1 23 7 13 19 3 19 21 32 28 8 13 21 35 28 32 4 41 12 18 12 27 23 31 19 49 48 32 11 30 55 3 24 27 51 5 53 53 38 56 42
47 1 1 3 3 4 6 4 6 1 8 10 5 2 7 7 15 11 11 16 11 17 19 1 14 25 24 15 2 16 28 27 13 33 33 1 11 1 9 38 2 24 35 36 35 32 35
63 1 1 3 3 3 3 7 3 7 5 7 12 6 4 9 13 9 18 11 6 17 9 2 9 14 9 8 21 26 20 29 28 33 9 2 24 13 28 31 27 35 9 36 25 22 33 36 40 25 41 46 10 26 47 27 37 6 20 22 46 45 33
62 1 1 3 4 4 3 1 2 6 10 5 4 1 6 10 2 3 2 12 11 4 3 15 16 5 14 20 19 5 1 5 8 19 12 26 1 25 37 9 12 9 18 17 17 19 36 25 21 41 14 22 20 1 31 38 23 46 9 33 38 35
53 1 1 3 2 3 6 3 5 3 5 5 1 6 12 3 11 5 5 13 9 17 21 11 14 14 17 26 27 20 5 9 28 16 2 25 22 16 24 35 30 14 5 34 40 42 22 4 37 42 9 36 4
49 1 2 3 2 1 6 2 6 1 3 4 8 9 11 12 10 17 10 9 7 7 4 5 12 7 9 14 23 1 30 29 17 20 8 34 18 16 3 32 39 5 34 37 2 5 24 22 11
69 1 1 1 2 1 6 7 8 1 4 8 12 3 13 12 4 5 8 13 7 21 13 7 18 18 11 9 11 22 3 8 2 12 15 19 15 10 36 20 13 25 29 2 34 37 38 22 43 30 3 26 17 34 36 15 6 7 58 4 8 12 62 37 23 40 6 7 48
85 1 1 2 2 2 2 6 4 8 10 4 4 9 10 6 14 13 10 17 2 19 5 11 12 17 22 12 13 25 8 27 4 9 4 4 18 20 13 21 4 8 8 38 25 16 22 45 42 22 18 4 44 10 2 29 36 54 28 7 52 44 6 7 23 55 48 35 18 12 6 62 33 73 59 72 65 22 70 74 79 22 70 34 78
100 1 1 2 4 5 5 7 8 3 9 8 11 7 6 5 5 4 13 9 1 20 3 12 24 7 13 14 27 20 11 22 31 18 18 34 9 1 34 2 38 13 9 41 2 41 12 3 31 6 21 22 48 9 39 17 5 45 20 51 56 48 25 61 47 28 31 46 38 23 19 11 2 49 1 70 23 40 29 12 18 59 45 60 68 20 2 79 59 62 15 22 57 37 64 10 69 55 29 49
54 1 1 3 1 2 5 4 8 2 9 11 7 7 12 9 3 5 6 7 1 20 13 22 3 25 16 13 20 9 10 2 32 22 18 13 30 32 7 10 1 23 22 22 4 41 3 36 22 22 49 39 9 19
88 1 1 3 1 2 6 4 1 6 9 6 1 12 6 3 12 5 1 3 11 4 13 17 1 9 24 6 7 13 23 11 23 23 33 6 8 17 27 24 15 5 18 6 42 28 36 25 26 1 35 47 14 34 38 24 7 9 49 28 6 57 54 32 39 13 48 14 22 36 1 28 55 21 34 74 57 65 2 77 68 34 13 35 83 84 39 83
99 1 2 3 3 3 6 7 1 5 3 2 11 5 13 9 1 15 9 9 6 7 16 10 7 22 15 5 17 5 19 23 9 12 16 17 2 14 33 28 9 23 22 6 30 40 13 36 19 9 24 47 5 42 44 45 22 50 1 44 7 20 53 56 60 39 6 30 3 21 38 67 14 73 47 46 42 58 55 16 5 22 77 17 51 32 18 80 22 45 54 85 58 37 23 20 86 57 82
2 1
25 1 1 3 1 3 4 4 8 8 4 5 5 13 13 14 14 10 15 3 13 19 3 1 1
30 1 1 3 3 2 1 4 1 7 6 10 11 12 11 6 9 5 7 16 19 2 7 1 1 13 23 1 17 16
26 1 1 1 2 2 5 3 5 7 10 10 5 2 8 6 3 4 16 13 13 15 21 18 9 15
75 1 2 1 4 3 4 4 2 6 7 8 7 8 1 11 6 13 3 9 1 7 2 22 22 21 20 2 21 15 1 12 28 13 27 33 13 15 32 9 7 11 21 23 14 15 40 5 3 25 23 41 24 44 28 38 10 56 39 37 7 32 23 16 15 48 2 36 51 68 43 5 6 33 20
26 1 2 2 1 4 5 5 1 7 7 7 11 4 13 1 11 3 7 4 11 16 8 19 8 10
15 1 1 1 4 5 3 5 2 1 9 6 8 13 9
49 1 1 2 3 3 6 5 3 2 1 2 1 1 8 3 14 14 17 10 13 13 19 22 7 5 13 11 1 9 13 9 20 23 34 21 7 2 15 22 24 15 7 29 38 1 3 45 7
71 1 2 3 3 4 1 7 4 7 3 5 8 12 6 8 8 6 4 9 10 4 13 10 22 20 15 9 2 15 25 4 9 32 34 29 27 23 27 34 2 12 6 39 15 17 46 9 10 44 28 24 11 17 54 4 15 28 41 11 51 24 61 60 43 3 41 25 67 37 64
86 1 1 2 3 2 3 1 2 3 10 6 6 10 3 9 14 6 4 16 15 13 12 20 19 4 15 16 28 16 20 24 22 27 19 31 30 25 24 24 25 11 42 12 30 5 45 43 7 12 27 50 23 12 29 29 13 29 43 17 36 47 7 39 3 38 36 65 42 50 38 2 39 36 68 59 37 5 70 54 73 21 77 27 56 37
29 1 1 1 2 4 1 3 4 4 1 6 2 9 7 4 2 6 11 13 10 17 6 7 9 12 26 21 20
6 1 2 1 2 4
44 1 1 1 1 5 3 1 5 4 8 2 11 3 10 9 5 7 7 13 2 21 17 14 20 15 20 19 21 21 12 22 28 2 27 13 34 22 1 16 27 3 34 40
67 1 1 2 2 3 2 6 3 3 3 8 7 3 12 10 2 14 11 8 2 14 9 2 8 13 2 20 13 7 9 26 1 5 9 16 16 26 13 29 1 39 11 38 14 4 28 45 18 25 4 43 48 47 5 30 5 2 32 28 31 51 51 19 39 53 13
99 1 1 2 4 3 2 3 2 2 2 6 11 6 9 3 8 6 3 4 19 1 12 7 13 7 8 16 1 17 22 18 14 25 4 25 4 20 11 25 35 17 40 15 43 37 13 36 13 41 10 18 31 11 24 45 8 31 6 5 47 51 9 34 39 56 65 4 44 41 39 27 60 14 68 42 55 72 68 3 50 62 40 72 64 64 35 31 33 59 80 31 4 17 86 55 83 69 10
26 1 1 1 2 3 2 3 8 9 4 5 7 3 5 15 7 16 1 7 4 15 3 18 23 11
70 1 1 2 4 3 1 2 7 5 8 4 1 13 11 4 14 16 16 11 15 12 5 7 6 11 5 21 14 14 12 9 17 17 9 25 17 10 4 14 9 8 28 17 17 4 27 44 6 48 36 17 5 51 25 43 6 1 19 31 17 6 35 56 32 53 32 17 23 44
60 1 2 1 4 3 4 7 8 8 1 9 6 3 9 5 8 9 3 14 11 16 17 2 6 10 5 16 15 27 14 9 6 28 14 4 21 25 18 24 32 5 15 5 25 4 34 47 35 4 9 10 4 22 36 46 30 12 12 42
74 1 2 3 1 2 3 5 4 1 8 1 9 11 6 6 13 7 1 9 15 18 4 17 7 8 12 6 2 5 20 13 2 29 33 2 13 16 1 33 27 13 6 25 17 22 3 14 5 26 11 18 52 10 2 40 1 12 27 30 41 49 54 6 45 12 66 50 65 56 48 61 17 48
89 1 2 1 1 5 2 3 8 9 10 10 2 4 2 5 2 9 7 11 5 1 8 8 9 18 10 25 26 18 22 11 11 2 28 9 5 32 19 20 32 21 30 6 15 9 22 32 31 13 42 10 51 8 28 50 21 56 34 34 22 30 26 15 60 41 9 29 11 29 27 51 17 24 57 10 33 74 14 42 36 48 27 7 35 36 74 23 41
18 1 2 1 2 2 1 6 1 7 2 10 5 11 6 4 12 16
3 1 2
55 1 1 1 2 3 4 5 4 2 2 11 3 9 10 11 2 7 10 19 17 18 5 14 21 5 2 1 19 10 12 6 19 6 30 10 1 35 1 32 5 32 42 28 4 35 16 7 15 22 30 12 34 24 28
37 1 1 1 2 2 2 1 1 4 2 7 5 5 10 13 3 2 12 6 7 3 15 6 18 1 20 10 9 27 12 29 21 3 22 31 14
89 1 1 3 1 5 5 1 6 1 7 1 4 11 3 14 8 11 16 4 15 16 13 10 4 2 21 2 28 24 1 19 32 12 28 22 10 27 37 11 8 25 11 17 10 17 21 45 7 15 29 46 28 12 5 2 51 44 16 8 40 35 38 37 7 37 23 32 19 55 45 57 25 40 48 47 69 64 54 39 57 59 30 11 26 85 56 29 33
61 1 2 2 2 3 1 1 1 8 3 6 2 9 2 9 14 9 11 12 4 7 17 15 3 17 4 19 18 22 3 24 7 19 34 19 17 12 33 17 14 11 4 7 22 7 30 32 20 49 13 39 19 16 41 29 32 7 55 16 50
